"philpapers",42
"fda",42
"encyclopedia",41
"utoronto",41
"unicef",41
"chinadaily",41
"sciencenews",41
"freedomhouse",40
"openstreetmap",40
"straitstimes",40
"abs",40
"spiegel",39
"banrepcultural",39
"jewishencyclopedia",38
"dw",38
"anu",38
"http",38
"cbsnews",38
"scmp",38
"tripod",38
"britishmuseum",38
"cancer",38
"gbrmpa",38
"wiley",37
"du",37
"ancient",37
"pitt",37
"unicode",37
"wdl",36
"medscape",36
"ucsd",36
"oremus",36
"ieee",36
"phys",36
"elsevier",36
"energy",36
"ons",35
"ohchr",35
"amnesty",35
"go",35
"wikiwix",35
"unl",35
"asu",35
"encyclopediaofmath",35
"rkd",35
"gks",35
"vangoghletters",35
"islamansiklopedisi",34
"japantimes",34
"rsl",34
"usra",34
"biodiversitylibrary",34
"uiuc",33
"nodak",33
"icd9data",33
"eol",33
"glottolog",33
"nybooks",32
"metro",32
"weforum",32
"thedailystar",32
"dictionary",32
"nyc",32
"ucr",32
"ufl",32
"china",32
"uni-goettingen",32
"webmd",32
"dnaindia",32
"inquirer",32
"georgetown",31
"ibtimes",31
"ccel",31
"ibge",31
"sipri",31
"worldwildlife",31
"stat",30
"unhcr",30
"brookings",30
"voanews",30
"newsweek",30
"rutgers",30
"discovermagazine",30
"universetoday",30
"nyu",30
"purdue",30
"hubblesite",30
"eso",30
"unm",30
"cbs",30
"tribune",30
"thediplomat",29
"globalsecurity",29
"lse",29
"atimes",29
"discovery",29
"banglapedia",29
"bibnat",29
"springer",29
"astronautix",29
"ucdavis",29
"maa",29
"apa",29
"biologists",29
"indianexpress",28
"sacred-texts",28
"sagepub",28
"bu",28
"routledge",28
"worldatlas",28
"singstat",28
"tepapa",28
"cervantes",28
"psychologytoday",28
"gsu",28
"iaea",28
"unal",28
"oxfordreference",27
"uu",27
"dartmouth",27
"foxnews",27
"umd",27
"wsu",27
"foreignpolicy",27
"accesstoinsight",27
"uq",27
"unep",27
"purl",27
"people",27
"sciencehistory",27
"inegi",27
"instituto-camoes",27
"al-islam",26
"colorado",26
"nd",26
"nsf",26
"planetary",26
"tolweb",26
"bmj",26
"oxforddnb",26
"itis",26
"london",26
"oxfordislamicstudies",25
"adherents",25
"tamu",25
"hurriyetdailynews",25
"hindu",25
"statista",25
"cnbc",25
"archaeology",25
"moe",25
"gov",25
"mcgill",25
"culture",25
"history-science-technology",24
"ucalgary",24
"oregonstate",24
"ku",24
"istat",24
"businessweek",24
"indexmundi",24
"mofa",24
"theconversation",24
"garant",24
"illinois",24
"amnh",24
"ucsc",24
"iau",24
"eurekalert",24
"taipeitimes",24
"irinnews",23
"hindustantimes",23
"itu",23
"adelaide",23
"warwick",23
"wikimedia",23
"paris",23
"theanarchistlibrary",23
"theglobeandmail",23
"acs",23
"espacenet",23
"nga",23
"rice",23
"ahram",22
"hebrewbooks",22
"teara",22
"qz",22
"heritage",22
"unam",22
"osu",22
"cell",22
"weather",22
"bls",22
"guinnessworldrecords",22
"nlb",22
"royalsociety",22
"h-net",22
"oclc",22
"odi",22
"ca",22
"dtic",22
"bps",22
"lindahall",22
"world-nuclear",22
"c-span",22
"gbif",22
"free",22
"guttmacher",22
"bach-digital",22
"censusindia",21
"findarticles",21
"ourworldindata",21
"pewresearch",21
"infoplease",21
"scielo",21
"eiu",21
"environment",21
"constitution",21
"biblica",21
"rferl",21
"statistics",21
"teslasociety",21
"rug",21
"hypertextbook",21
"royalsocietypublishing",21
"aps",21
"gallup",21
"astrobio",21
"rsc",21
"panda",21
"byu",20
"colostate",20
"ou",20
"ethz",20
"nber",20
"unfpa",20
"mises",20
"transparency",20
"uol",20
"pewglobal",20
"utah",20
"bucknell",20
"nbn-resolving",20
"ietf",20
"unc",20
"stats",20
"inaturalist",20
"bnl",20
"ren21",20
"spacetelescope",20
"irri",20
"darwinproject",20
"moma",20
"demoscope",20
"rediff",19
"usnews",19
"ynetnews",19
"cdlib",19
"tandfonline",19
"ilo",19
"thecommonwealth",19
"channelnewsasia",19
"guardian",19
"ahdictionary",19
"ubc",19
"answers",19
"physorg",19
"brown",19
"springerlink",19
"iso",19
"sfgate",19
"anl",19
"eurekamag",19
"mayoclinic",19
"diseasesdatabase",19
"ahrq",19
"eppo",19
"ine",19
"unaids",19
"elpais",19
"tfl",19
"libertyfund",18
"chabad",18
"uh",18
"france24",18
"repec",18
"chicagotribune",18
"mongabay",18
"ornl",18
"peopledaily",18
"topuniversities",18
"rollingstone",18
"arabnews",18
"irishtimes",18
"vox",18
"acm",18
"excite",18
"palomar",18
"agu",18
"confex",18
"unifr",18
"eoearth",18
"uga",18
"nzor",18
"citypopulation",18
"iaaf",18
"al-monitor",17
"uni-heidelberg",17
"jrank",17
"theage",17
"thestar",17
"mecon",17
"ushmm",17
"persee",17
"ncl",17
"boston",17
"physicalgeography",17
"fs",17
"khanacademy",17
"ias",17
"cmu",17
"popsci",17
"isaaa",17
"intratext",17
"allafrica",16
"usc",16
"saudiaramcoworld",16
"foreignaffairs",16
"cuny",16
"proquest",16
"minneapolisfed",16
"lboro",16
"uca",16
"thinkquest",16
"nationsencyclopedia",16
"bom",16
"theaustralian",16
"uoregon",16
"ua",16
"billboard",16
"ucar",16
"historyworld",16
"unt",16
"rcsb",16
"missouri",16
"duke",16
"technologyreview",16
"nrel",16
"cfr",16
"bp",16
"uspreventiveservicestaskforce",16
"df",16
"ifh-homehygiene",16
"ndtv",15
"religionfacts",15
"brillonline",15
"huji",15
"ncsu",15
"globo",15
"fortune",15
"psa",15
"jma",15
"cbd",15
"unwto",15
"highbeam",15
"eb",15
"iht",15
"unibe",15
"bncatalogo",15
"payvand",15
"necrometrics",15
"winstonchurchill",15
"nhm",15
"antarctica",15
"whiterose",15
"theregister",15
"metoffice",15
"unfccc",15
"clarku",15
"leeds",15
"mindat",15
"patient",15
"canada",15
"ted",15
"whitehouse",15
"bfi",15
"churchofjesuschrist",15
"nrc",15
"fossilworks",15
"irmng",15
"monthlyreview",15
"weather2travel",15
"amphibiaweb",15
"rubicon-foundation",15
"destatis",15
"jakarta",15
"philstar",15
"patheos",14
"timesofisrael",14
"mutualart",14
"ucsb",14
"usaid",14
"ucm",14
"northwestern",14
"nation",14
"euronews",14
"arstechnica",14
"dfat",14
"legislation",14
"pitzer",14
"iranchamber",14
"nsidc",14
"sciam",14
"vam",14
"iop",14
"utk",14
"cut-the-knot",14
"ctext",14
"nypl",14
"kulturnav",14
"asm",14
"tate",14
"ebscohost",14
"iran-daily",14
"uwaterloo",14
"thoughtco",14
"periodicvideos",14
"emedicine",14
"sputniknews",14
"knaw",14
"ipni",14
"icrc",14
"hklii",14
"koreatimes",14
"india",13
"vice",13
"house",13
"jewfaq",13
"news",13
"thecanadianencyclopedia",13
"internetworldstats",13
"iom",13
"gwu",13
"christianitytoday",13
"npg",13
"unz",13
"thelancet",13
"demographia",13
"seoul",13
"af",13
"britishcouncil",13
"uc",13
"biografischportaal",13
"sfu",13
"rae",13
"grida",13
"victorianweb",13
"copper",13
"ernet",13
"nau",13
"wustl",13
"cgiar",13
"cogprints",13
"medlineplus",13
"mountvernon",13
"sjsu",13
"csiro",13
"animaldiversity",13
"vanderkrogt",13
"rappler",13
"self",13
"soyinfocenter",13
"dane",13
"ibb",13
"irena",13
"surewest",13
"gio",13
"fco",12
"alarabiya",12
"iastate",12
"cato",12
"gmanetwork",12
"unodc",12
"nydailynews",12
"emporis",12
"fbi",12
"diplomatie",12
"mercer",12
"asiaone",12
"rsf",12
"fiba",12
"health",12
"lonelyplanet",12
"historyguide",12
"sino-platonic",12
"roman-emperors",12
"thefreelibrary",12
"shapell",12
"geocities",12
"llnl",12
"uwsp",12
"globalchange",12
"unsw",12
"investopedia",12
"vt",12
"osti",12
"ec",12
"genome",12
"merckmanuals",12
"gpo",12
"unu",12
"worldwatch",12
"lu",12
"physicsworld",12
"buddhanet",12
"ewtn",12
"eu",12
"marinespecies",12
"cnrs",12
"lanl",12
"pwc",12
"nikkei",12
"storyofmathematics",12
"swri",12
"kompas",12
"redhotjazz",12
"upi",12
"thedailybeast",12
"bangkokpost",12
"legco",12
"eluniversal",12
"mcgm",12
"tfcbooks",12
"cvce",12
"nineplanets",12
"vietnamnet",12
"sinic",12
"bahai",11
"presstv",11
"muslimphilosophy",11
"catholic",11
"australiangeographic",11
"revues",11
"cervantesvirtual",11
"justice",11
"flickr",11
"globalpolicy",11
"leidenuniv",11
"ipsnews",11
"gmu",11
"wri",11
"bdnews24",11
"ingentaconnect",11
"treasury",11
"usccb",11
"wfp",11
"dhs",11
"senate",11
"uky",11
"sciencemuseum",11
"ntu",11
"awm",11
"austlii",11
"argentina",11
"prb",11
"aph",11
"australia",11
"galegroup",11
"dandc",11
"dur",11
"unoosa",11
"gatech",11
"expressindia",11
"gizmodo",11
"cnet",11
"univie",11
"iarc",11
"brill",11
"open",11
"millersville",11
"talkorigins",11
"americanscientist",11
"soton",11
"yorku",11
"gla",11
"inist",11
"spaceref",11
"ohio-state",11
"bris",11
"choosingwisely",11
"acog",11
"channel4",11
"ssa",11
"typepad",11
"wikilivres",11
"usyd",11
"minorplanetcenter",11
"newspapers",11
"iucn",11
"thelocal",11
"thehorse",11
"meta-synthesis",11
"unina",11
"genetics",11
"algaebase",11
"thegazette",11
"oxfordmusiconline",11
"ciw",11
"cleantechnica",11
"vietnamnews",11
"territoriosonoro",11
"thehindubusinessline",10
"assemblee-nationale",10
"lrb",10
"civilization",10
"uni-muenchen",10
"ifpri",10
"emory",10
"aci",10
"marketwatch",10
"express",10
"comune",10
"historytoday",10
"prefeitura",10
"nus",10
"abs-cbnnews",10
"data",10
"up",10
"theodora",10
"m-w",10
"chosun",10
"themontrealreview",10
"websfor",10
"thelatinlibrary",10
"openedition",10
"stlouisfed",10
"uic",10
"thetimes",10
"cybertruffle",10
"theverge",10
"amazonaws",10
"nationalacademies",10
"euobserver",10
"kent",10
"lightandmatter",10
"fnal",10
"mun",10
"uci",10
"hhs",10
"manchester",10
"philosophynow",10
"okstate",10
"csic",10
"ametsoc",10
"niu",10
"buffalo",10
"info",10
"goarch",10
"ditext",10
"bioontology",10
"physicstoday",10
"lemoyne",10
"delhiplanning",10
"infidels",10
"thebulletin",10
"world-nuclear-news",10
"dailysabah",10
"vanderbilt",10
"fi",10
"nice",10
"turkstat",10
"la84foundation",10
"timeshighereducation",10
"standard",10
"ngv",10
"gwec",10
"outlookindia",9
"mid-day",9
"quran",9
"muslimheritage",9
"jcpa",9
"aish",9
"religioustolerance",9
"admin",9
"yourdictionary",9
"cloudfront",9
"mckinsey",9
"dol",9
"history-world",9
"mod",9
"apnews",9
"shanghairanking",9
"sunysb",9
"bis",9
"inmet",9
"usp",9
"dw-world",9
"rt",9
"todayonline",9
"supremecourt",9
"formula1",9
"indec",9
"ga",9
"credit-suisse",9
"dhakatribune",9
"photius",9
"libcom",9
"biography",9
"narod",9
"pan",9
"politico",9
"spacedaily",9
"nrcan",9
"bradshawfoundation",9
"migrationinformation",9
"nzherald",9
"awi",9
"invent",9
"royal",9
"kultur",9
"poland",9
"learner",9
"hanover",9
"uwyo",9
"npl",9
"sixtysymbols",9
"github",9
"mcmaster",9
"kenyon",9
"bookrags",9
"classicfm",9
"science",9
"wur",9
"uiowa",9
"obspm",9
"dot",9
"medicinenet",9
"usu",9
"unctad",9
"humanesociety",9
"bepress",9
"mathpages",9
"fourmilab",9
"imss",9
"ehu",9
"medicalnewstoday",9
"helsinki",9
"bahai-library",9
"ubio",9
"cnx",9
"swartzentrover",9
"nbn",9
"artnet",9
"kcl",9
"jst",9
"cbo",9
"hse",9
"intoday",9
"dailytimes",9
"straightdope",9
"legislink",9
"washingtontimes",9
"rand",9
"spacenews",9
"asanet",9
"zbmath",9
"bach",9
"webexhibits",9
"omim",9
"gmo-compass",9
"ahajournals",9
"riaa",9
"waltdisney",9
"asale",9
"drugabuse",9
"firstworldwar",9
"hurriyet",9
"tempo",9
"knesset",9
"vanguardngr",9
"ru",9
"maharashtra",9
"astronomycast",9
"cometography",9
"mb",9
"thenews",9
"statssa",9
"moj",9
"icc-cpi",9
"zeit",9
"udea",9
"atomicarchive",8
"business-standard",8
"orthodoxinfo",8
"medium",8
"wsws",8
"globalpost",8
"degruyter",8
"newstatesman",8
"jewishdatabank",8
"biu",8
"uio",8
"voxeu",8
"bham",8
"nationalreview",8
"ugent",8
"paho",8
"adb",8
"ny",8
"railwaygazette",8
"nsw",8
"gg",8
"minlaw",8
"weebly",8
"hkbu",8
"snl",8
"sparknotes",8
"palgrave",8
"federalreserve",8
"mtholyoke",8
"sahistory",8
"tcd",8
"eh",8
"usembassy",8
"usps",8
"israelnationalnews",8
"screenonline",8
"unige",8
"microbios",8
"sdsu",8
"climate",8
"carbonbrief",8
"salon",8
"mathopenref",8
"mathforum",8
"openplaques",8
"rcpsych",8
"fadedpage",8
"ird",8
"weatheronline",8
"chron",8
"csa",8
"ohio",8
"theplantlist",8
"gandhiserve",8
"mkgandhi",8
"yadvashem",8
"core",8
"clerkmaxwellfoundation",8
"oikoumene",8
"deseretnews",8
"wingia",8
"education",8
"eu-nomen",8
"fauna-eu",8
"aaas",8
"radiopaedia",8
"tmc",8
"sgmjournals",8
"slideshare",8
"presidencia",8
"whoi",8
"tourism",8
"nclm",8
"doaks",8
"wolframalpha",8
"udel",8
"ushistory",8
"aa",8
"amacad",8
"thespacereview",8
"theweek",8
"ap",8
"skyandtelescope",8
"heart",8
"cseligman",8
"nso",8
"jaxa",8
"parl",8
"gold",8
"aaaai",8
"oica",8
"american",8
"grammy",8
"robertchristgau",8
"variety",8
"aaanet",8
"mesoweb",8
"asociaciontikal",8
"mos",8
"earlytelevision",8
"pierre-marteau",8
"defensenews",8
"jhuapl",8
"iho",8
"standardmedia",8
"irrawaddy",8
"susana",8
"hinduismtoday",7
"iranica",7
"alislam",7
"tribuneindia",7
"soas",7
"jta",7
"aec",7
"wipo",7
"carnegieendowment",7
"unhchr",7
"commondreams",7
"globalslaveryindex",7
"amnestyusa",7
"globalissues",7
"hbr",7
"travelandleisure",7
"iisg",7
"panynj",7
"hoovers",7
"motherjones",7
"lemonde",7
"lefigaro",7
"vov",7
"unicamp",7
"mindef",7
"historynet",7
"agc",7
"smu",7
"focustaiwan",7
"wttc",7
"clarin",7
"uni-halle",7
"senado",7
"unimelb",7
"sbs",7
"climatecentral",7
"themoscowtimes",7
"cri",7
"credoreference",7
"positiveatheism",7
"treccani",7
"uzh",7
"president",7
"fsmitha",7
"googleusercontent",7
"csbsju",7
"hnn",7
"usf",7
"clemson",7
"wilsoncenter",7
"pravda",7
"africanews",7
"worldometers",7
"greenpeace",7
"silk-road",7
"everyculture",7
"aol",7
"dvb",7
"euromonitor",7
"uspto",7
"english-heritage",7
"boisestate",7
"scroll",7
"antiquity",7
"therealnews",7
"knmi",7
"blueplanetbiomes",7
"iiasa",7
"worldscientific",7
"omniglot",7
"duden",7
"sydney",7
"poets",7
"renewableenergyworld",7
"faa",7
"newswise",7
"carleton",7
"wa",7
"qmul",7
"cas",7
"blackwellpublishing",7
"phschool",7
"nationalpost",7
"palaeos",7
"uidaho",7
"fws",7
"asa3",7
"congress",7
"online-literature",7
"tau",7
"zum",7
"scholarpedia",7
"auckland",7
"physnet",7
"ibm",7
"astro-ecology",7
"edge",7
"earlychristianwritings",7
"biblehub",7
"christianpost",7
"catholiceducation",7
"kommersant",7
"anglican",7
"ontology",7
"nutrition",7
"ucsusa",7
"extension",7
"iol",7
"fsu",7
"webelements",7
"ic",7
"worldpopulationreview",7
"bjstats",7
"sky",7
"wlu",7
"worldwidewords",7
"nasaspaceflight",7
"earthsky",7
"aina",7
"lsu",7
"turing",7
"direct",7
"jamanetwork",7
"rochester",7
"seds",7
"thenational",7
"queensu",7
"hu-berlin",7
"montana",7
"lshtm",7
"biodiversity",7
"aucklandartgallery",7
"elmundo",7
"iihf",7
"oraltradition",7
"todayszaman",7
"uefa",7
"jerusaleminstitute",7
"imj",7
"lagosstate",7
"rbth",7
"onemorelibrary",7
"mg",7
"cdi",7
"millenniumassessment",7
"nationalgallery",7
"bairdtelevision",7
"franklinpapers",7
"solarviews",7
"joins",7
"twainquotes",7
"nuclearweaponarchive",7
"osborne-conant",7
"crc",7
"francophonie",7
"cancilleria",7
"sis",7
"worldlii",7
"neh",6
"csis",6
"opendemocracy",6
"asi",6
"myjewishlearning",6
"meforum",6
"adl",6
"bcy",6
"angelfire",6
"nhk",6
"congreso",6
"hoover",6
"mondediplo",6
"africa-union",6
"findlaw",6
"computerworld",6
"reliefweb",6
"jamestown",6
"boingboing",6
"refworld",6
"ens",6
"dukeupress",6
"squarespace",6
"nycgovparks",6
"techcrunch",6
"americanheritage",6
"nj",6
"travelchinaguide",6
"louvre",6
"weather-atlas",6
"interieur",6
"rfi",6
"citymayors",6
"ebeijing",6
"mas",6
"doingbusiness",6
"geology",6
"nwsource",6
"cultureandrecreation",6
"financialexpress",6
"wssinfo",6
"constituteproject",6
"nsc",6
"uconn",6
"econlib",6
"uvic",6
"achemenet",6
"sina",6
"behindthename",6
"kyoto-u",6
"theoi",6
"bc",6
"w3",6
"zdnet",6
"defense",6
"allaboutturkey",6
"florentine-society",6
"atlasobscura",6
"ctsfw",6
"kar",6
"geolsoc",6
"geoscienceworld",6
"io9",6
"windows2universe",6
"unr",6
"radford",6
"nas",6
"nrdc",6
"planetmath",6
"mathvault",6
"construction",6
"pinyin",6
"sljfaq",6
"chomsky",6
"hku",6
"eur",6
"issuu",6
"findagrave",6
"rpi",6
"slu",6
"artic",6
"dri",6
"uri",6
"nationalatlas",6
"sfsu",6
"met",6
"osha",6
"miami",6
"eku",6
"bgs",6
"cosmosmagazine",6
"epfl",6
"diabetesjournals",6
"ebi",6
"medterms",6
"ucsf",6
"iapt-taxon",6
"agbioforum",6
"defra",6
"mining",6
"concordia",6
"southafrica",6
"isro",6
"napoleon",6
"livemint",6
"econstor",6
"astronoo",6
"uv",6
"biolib",6
"diva-portal",6
"tricycle",6
"oca",6
"documentacatholicaomnia",6
"catholicnewsagency",6
"thezensite",6
"religion-online",6
"loebclassics",6
"corpusthomisticum",6
"desales",6
"the-scientist",6
"zoobank",6
"weber",6
"fishbase",6
"ualberta",6
"hsus",6
"uvm",6
"peta",6
"mac",6
"cleveland",6
"idsia",6
"facebook",6
"uva",6
"frostburg",6
"azer",6
"chemguide",6
"canadiangeographic",6
"arabianbusiness",6
"uow",6
"cityoflondon",6
"hollywoodreporter",6
"delhi",6
"timesofindia",6
"ligo",6
"fu-berlin",6
"overheid",6
"worldcoal",6
"siemens",6
"naturalgas",6
"euractiv",6
"astronomy",6
"twitter",6
"digizeitschriften",6
"surrey",6
"ucpress",6
"asianinfo",6
"mhhe",6
"uoguelph",6
"ieeeghn",6
"iwm",6
"nrao",6
"umass",6
"astrophysicsspectator",6
"swin",6
"abs-cbn",6
"captaincooksociety",6
"cpj",6
"scidev",6
"uniroma1",6
"historycarper",6
"daviddarling",6
"ville-ge",6
"efloras",6
"ars-grin",6
"prnewswire",6
"charliechaplin",6
"chanrobles",6
"upd",6
"dailynews",6
"lib",6
"basiclaw",6
"fastcompany",6
"istanbul",6
"museumoflondon",6
"royalparks",6
"excelsior",6
"milenio",6
"uigi",6
"wikileaks",6
"sandia",6
"scotland",6
"boe",6
"fidh",6
"sussex",6
"le",6
"ncca",6
"asiafoundation",6
"saudiembassy",6
"chinapost",6
"nbs",6
"ifrc",6
"unece",6
"prospectmagazine",6
"gso",6
"surlalunefairytales",6
"endicott-studio",6
"teslauniverse",6
"dhsprogram",6
"constitucion",6
"oecd-ilibrary",6
"mmtimes",6
"finance",6
"banrep",6
"ethiopia",6
"ojd",6
"telegraphindia",5
"eurasianet",5
"renaissance",5
"sunnah",5
"nypost",5
"oxfordhandbooks",5
"almizan",5
"faithweb",5
"nanzan-u",5
"ttcn",5
"learnpunjabi",5
"sgpc",5
"ipu",5
"saudigazette",5
"geschichte-schweiz",5
"thenation",5
"atkearney",5
"oas",5
"comlaw",5
"newint",5
"reshafim",5
"british-history",5
"abril",5
"addr",5
"dailymail",5
"baltimoresun",5
"unenvironment",5
"survivalinternational",5
"childinfo",5
"psychologicalscience",5
"harpers",5
"mori-m-foundation",5
"skyscrapercenter",5
"gilderlehrman",5
"cbslocal",5
"mnn",5
"developpement-durable",5
"trincoll",5
"estadao",5
"auswaertiges-amt",5
"msf",5
"ica",5
"deloitte",5
"lta",5
"siu",5
"parquesnacionales",5
"ats",5
"lanacion",5
"immi",5
"natlib",5
"foundingdocs",5
"deh",5
"pc",5
"arts",5
"bangladesh",5
"knoema",5
"gresham",5
"futurehealthsystems",5
"erols",5
"stoa",5
"ex",5
"cqpress",5
"truth-out",5
"newleftreview",5
"chronicle",5
"forumromanum",5
"digitaltrends",5
"csun",5
"ancientrome",5
"accd",5
"authorama",5
"ctbto",5
"aeaweb",5
"measuringworth",5
"ul",5
"universitypublishingonline",5
"jfklibrary",5
"airspacemag",5
"nationalinterest",5
"pearsonhighered",5
"birdlife",5
"icrisat",5
"ulg",5
"deccanherald",5
"informit",5
"isoc",5
"heinonline",5
"eff",5
"historycooperative",5
"uj",5
"tum",5
"weizmann",5
"lyellcollection",5
"spaceflightnow",5
"friesian",5
"int-res",5
"uah",5
"ericdigests",5
"stackexchange",5
"oeis",5
"earlham",5
"uni-bielefeld",5
"fau",5
"israel21c",5
"soundcloud",5
"insidehighered",5
"earlymoderntexts",5
"econjwatch",5
"uni-duisburg-essen",5
"zeno",5
"openculture",5
"pdcnet",5
"sci",5
"pep-web",5
"ancientlibrary",5
"ifremer",5
"webmineral",5
"minsocam",5
"stsci",5
"mantleplumes",5
"biomedcentral",5
"mtu",5
"swipnet",5
"asce",5
"ice",5
"mnsu",5
"wichita",5
"tpub",5
"uaf",5
"davidrumsey",5
"choosemyplate",5
"dtu",5
"uniprot",5
"nationalaglawcenter",5
"luminarium",5
"yandex",5
"manchestereveningnews",5
"fertilizer",5
"filmsite",5
"mpoweruk",5
"whitman",5
"spie",5
"sciencealert",5
"gordonconwell",5
"uni-hamburg",5
"tertullian",5
"allacademic",5
"cua",5
"catholicculture",5
"sreda",5
"government",5
"uni-koeln",5
"spokensanskrit",5
"uni-mainz",5
"naver",5
"hccs",5
"umsl",5
"saylor",5
"dhspriory",5
"cliodynamics",5
"quora",5
"rspb",5
"wcupa",5
"ciwf",5
"waterfootprint",5
"pressible",5
"colourlex",5
"galilean-library",5
"proteinatlas",5
"kuleuven",5
"food",5
"imaa-institute",5
"bankofengland",5
"wikibooks",5
"imperial",5
"keepeek",5
"globaldatalab",5
"capmas",5
"newsbank",5
"indiacode",5
"delhitourism",5
"vega",5
"ilga",5
"tandf",5
"ewea",5
"johnstonsarchive",5
"grist",5
"inria",5
"justia",5
"unh",5
"bailii",5
"jcu",5
"creativecommons",5
"penn",5
"astanatimes",5
"amjbot",5
"gausschildren",5
"brynmawr",5
"bbaw",5
"bach-cantatas",5
"breitkopf",5
"publicradio",5
"aanda",5
"astrosociety",5
"man",5
"wmich",5
"dioi",5
"memphis",5
"sgul",5
"horizonpress",5
"claverton-energy",5
"ada",5
"oxfordbibliographies",5
"crosstree",5
"tropicos",5
"uaex",5
"today",5
"seattletimes",5
"oscars",5
"vnexpress",5
"mla",5
"linguistlist",5
"govtrack",5
"phac-aspc",5
"harappa",5
"paralympic",5
"wada-ama",5
"americananthro",5
"otago",5
"port",5
"1914-1918-online",5
"mastercard",5
"tuik",5
"thejakartaglobe",5
"jerusalem",5
"nad-plo",5
"washingtoninstitute",5
"kew",5
"cdmx",5
"glc",5
"ameinfo",5
"businessdictionary",5
"dar-al-masnavi",5
"uk",5
"danteonline",5
"voltaire-integral",5
"uni-frankfurt",5
"uni-stuttgart",5
"awea",5
"constructionknowledge",5
"sc",5
"nelsonmandela",5
"prochoice",5
"pri",5
"wikiart",5
"eetimes",5
"venturebeat",5
"torun",5
"c18",5
"aboutdarwin",5
"greek-names",5
"gmanews",5
"gulfnews",5
"worldstopexports",5
"international",5
"uscirf",5
"camera",5
"hani",5
"yonhapnews",5
"oecdbetterlifeindex",5
"nationmultimedia",5
"nat",5
"crisisgroup",5
"nesdb",5
"turkishculture",5
"prisonstudies",5
"mlit",5
"washdata",5
"collectionscanada",5
"psi",5
"ulaval",5
"jsonline",5
"cartercenter",5
"knbs",5
"britsoc",5
